t,kind,detail
903.98,frontiers,avail=0 black=0
903.98,explore_status,exploration_complete
904.48,frontiers,avail=0 black=0
904.48,explore_status,exploration_complete
904.98,frontiers,avail=0 black=0
904.98,explore_status,exploration_complete
905.48,frontiers,avail=0 black=0
905.48,explore_status,exploration_complete
905.98,frontiers,avail=0 black=0
905.98,explore_status,exploration_complete
906.48,frontiers,avail=0 black=0
906.48,explore_status,exploration_complete
906.98,frontiers,avail=0 black=0
906.98,explore_status,exploration_complete
907.48,frontiers,avail=0 black=0
907.48,explore_status,exploration_complete
907.98,frontiers,avail=0 black=0
907.98,explore_status,exploration_complete
908.48,frontiers,avail=0 black=0
908.48,explore_status,exploration_complete
908.98,frontiers,avail=0 black=0
908.98,explore_status,exploration_complete
909.48,frontiers,avail=0 black=0
909.48,explore_status,exploration_complete
909.98,frontiers,avail=0 black=0
909.98,explore_status,exploration_complete
910.48,frontiers,avail=0 black=0
910.48,explore_status,exploration_complete
910.98,frontiers,avail=0 black=0
910.98,explore_status,exploration_complete
911.48,frontiers,avail=0 black=0
911.48,explore_status,exploration_complete
911.98,frontiers,avail=0 black=0
911.98,explore_status,exploration_complete
912.48,frontiers,avail=0 black=0
912.48,explore_status,exploration_complete
912.98,frontiers,avail=0 black=0
912.98,explore_status,exploration_complete
913.48,frontiers,avail=0 black=0
913.48,explore_status,exploration_complete
913.98,frontiers,avail=0 black=0
913.98,explore_status,exploration_complete
914.48,frontiers,avail=0 black=0
914.48,explore_status,exploration_complete
914.98,frontiers,avail=0 black=0
914.98,explore_status,exploration_complete
915.48,frontiers,avail=0 black=0
915.48,explore_status,exploration_complete
915.98,frontiers,avail=0 black=0
915.98,explore_status,exploration_complete
916.48,frontiers,avail=0 black=0
916.48,explore_status,exploration_complete
916.98,frontiers,avail=0 black=0
916.98,explore_status,exploration_complete
917.48,frontiers,avail=0 black=0
917.48,explore_status,exploration_complete
917.98,frontiers,avail=0 black=0
917.98,explore_status,exploration_complete
918.48,frontiers,avail=0 black=0
918.48,explore_status,exploration_complete
918.98,frontiers,avail=0 black=0
918.98,explore_status,exploration_complete
919.48,frontiers,avail=0 black=0
919.48,explore_status,exploration_complete
919.98,frontiers,avail=0 black=0
919.98,explore_status,exploration_complete
920.48,frontiers,avail=0 black=0
920.48,explore_status,exploration_complete
920.98,frontiers,avail=0 black=0
920.98,explore_status,exploration_complete
921.48,frontiers,avail=0 black=0
921.48,explore_status,exploration_complete
921.98,frontiers,avail=0 black=0
921.98,explore_status,exploration_complete
922.48,frontiers,avail=0 black=0
922.48,explore_status,exploration_complete
922.98,frontiers,avail=0 black=0
922.98,explore_status,exploration_complete
923.48,frontiers,avail=0 black=0
923.48,explore_status,exploration_complete
923.98,frontiers,avail=0 black=0
923.98,explore_status,exploration_complete
924.48,frontiers,avail=0 black=0
924.48,explore_status,exploration_complete
924.98,frontiers,avail=0 black=0
924.98,explore_status,exploration_complete
925.48,frontiers,avail=0 black=0
925.48,explore_status,exploration_complete
925.98,frontiers,avail=0 black=0
925.98,explore_status,exploration_complete
926.48,frontiers,avail=0 black=0
926.48,explore_status,exploration_complete
926.98,frontiers,avail=0 black=0
926.98,explore_status,exploration_complete
927.48,frontiers,avail=0 black=0
927.48,explore_status,exploration_complete
927.98,frontiers,avail=0 black=0
927.98,explore_status,exploration_complete
928.48,frontiers,avail=0 black=0
928.48,explore_status,exploration_complete
928.98,frontiers,avail=0 black=0
928.98,explore_status,exploration_complete
929.48,frontiers,avail=0 black=0
929.48,explore_status,exploration_complete
929.98,frontiers,avail=0 black=0
929.98,explore_status,exploration_complete
930.48,frontiers,avail=0 black=0
930.48,explore_status,exploration_complete
930.98,frontiers,avail=0 black=0
930.98,explore_status,exploration_complete
931.48,frontiers,avail=0 black=0
931.48,explore_status,exploration_complete
931.98,frontiers,avail=0 black=0
931.98,explore_status,exploration_complete
932.48,frontiers,avail=0 black=0
932.48,explore_status,exploration_complete
932.98,frontiers,avail=0 black=0
932.98,explore_status,exploration_complete
933.48,frontiers,avail=0 black=0
933.48,explore_status,exploration_complete
933.98,frontiers,avail=0 black=0
933.98,explore_status,exploration_complete
934.48,frontiers,avail=0 black=0
934.48,explore_status,exploration_complete
934.98,frontiers,avail=0 black=0
934.98,explore_status,exploration_complete
935.48,frontiers,avail=0 black=0
935.48,explore_status,exploration_complete
935.98,frontiers,avail=0 black=0
935.98,explore_status,exploration_complete
936.48,frontiers,avail=0 black=0
936.48,explore_status,exploration_complete
936.98,frontiers,avail=0 black=0
936.98,explore_status,exploration_complete
937.48,frontiers,avail=0 black=0
937.48,explore_status,exploration_complete
937.98,frontiers,avail=0 black=0
937.98,explore_status,exploration_complete
938.48,frontiers,avail=0 black=0
938.48,explore_status,exploration_complete
938.98,frontiers,avail=0 black=0
938.98,explore_status,exploration_complete
939.48,frontiers,avail=0 black=0
939.48,explore_status,exploration_complete
939.98,frontiers,avail=0 black=0
939.98,explore_status,exploration_complete
940.48,frontiers,avail=0 black=0
940.48,explore_status,exploration_complete
940.98,frontiers,avail=0 black=0
940.98,explore_status,exploration_complete
941.48,frontiers,avail=0 black=0
941.48,explore_status,exploration_complete
941.98,frontiers,avail=0 black=0
941.98,explore_status,exploration_complete
942.48,frontiers,avail=0 black=0
942.48,explore_status,exploration_complete
942.98,frontiers,avail=0 black=0
942.98,explore_status,exploration_complete
943.48,frontiers,avail=0 black=0
943.48,explore_status,exploration_complete
943.98,frontiers,avail=0 black=0
943.98,explore_status,exploration_complete
944.48,frontiers,avail=0 black=0
944.48,explore_status,exploration_complete
944.98,frontiers,avail=0 black=0
944.98,explore_status,exploration_complete
945.48,frontiers,avail=0 black=0
945.48,explore_status,exploration_complete
945.98,frontiers,avail=0 black=0
945.98,explore_status,exploration_complete
946.48,frontiers,avail=0 black=0
946.48,explore_status,exploration_complete
946.98,frontiers,avail=0 black=0
946.98,explore_status,exploration_complete
947.48,frontiers,avail=0 black=0
947.48,explore_status,exploration_complete
947.98,frontiers,avail=0 black=0
947.98,explore_status,exploration_complete
948.48,frontiers,avail=0 black=0
948.48,explore_status,exploration_complete
948.98,frontiers,avail=0 black=0
948.98,explore_status,exploration_complete
949.48,frontiers,avail=0 black=0
949.48,explore_status,exploration_complete
949.98,frontiers,avail=0 black=0
949.98,explore_status,exploration_complete
950.48,frontiers,avail=0 black=0
950.48,explore_status,exploration_complete
950.98,frontiers,avail=0 black=0
950.98,explore_status,exploration_complete
951.48,frontiers,avail=0 black=0
951.48,explore_status,exploration_complete
951.98,frontiers,avail=0 black=0
951.98,explore_status,exploration_complete
952.48,frontiers,avail=0 black=0
952.48,explore_status,exploration_complete
952.98,frontiers,avail=0 black=0
952.98,explore_status,exploration_complete
953.48,frontiers,avail=0 black=0
953.48,explore_status,exploration_complete
953.98,frontiers,avail=0 black=0
953.98,explore_status,exploration_complete
954.48,frontiers,avail=0 black=0
954.48,explore_status,exploration_complete
954.98,frontiers,avail=0 black=0
954.98,explore_status,exploration_complete
955.48,frontiers,avail=0 black=0
955.48,explore_status,exploration_complete
955.98,frontiers,avail=0 black=0
955.98,explore_status,exploration_complete
956.48,frontiers,avail=0 black=0
956.48,explore_status,exploration_complete
956.98,frontiers,avail=0 black=0
956.98,explore_status,exploration_complete
957.48,frontiers,avail=0 black=0
957.48,explore_status,exploration_complete
957.98,frontiers,avail=0 black=0
957.98,explore_status,exploration_complete
958.48,frontiers,avail=0 black=0
958.48,explore_status,exploration_complete
958.98,frontiers,avail=0 black=0
958.98,explore_status,exploration_complete
959.48,frontiers,avail=0 black=0
959.48,explore_status,exploration_complete
959.98,frontiers,avail=0 black=0
959.98,explore_status,exploration_complete
960.48,frontiers,avail=0 black=0
960.48,explore_status,exploration_complete
960.98,frontiers,avail=0 black=0
960.98,explore_status,exploration_complete
961.48,frontiers,avail=0 black=0
961.48,explore_status,exploration_complete
961.98,frontiers,avail=0 black=0
961.98,explore_status,exploration_complete
962.48,frontiers,avail=0 black=0
962.48,explore_status,exploration_complete
962.98,frontiers,avail=0 black=0
962.98,explore_status,exploration_complete
963.48,frontiers,avail=0 black=0
963.48,explore_status,exploration_complete
963.98,frontiers,avail=0 black=0
963.98,explore_status,exploration_complete
964.48,frontiers,avail=0 black=0
964.48,explore_status,exploration_complete
964.98,frontiers,avail=0 black=0
964.98,explore_status,exploration_complete
965.48,frontiers,avail=0 black=0
965.48,explore_status,exploration_complete
965.98,frontiers,avail=0 black=0
965.98,explore_status,exploration_complete
966.48,frontiers,avail=0 black=0
966.48,explore_status,exploration_complete
966.98,frontiers,avail=0 black=0
966.98,explore_status,exploration_complete
967.48,frontiers,avail=0 black=0
967.48,explore_status,exploration_complete
967.98,frontiers,avail=0 black=0
967.98,explore_status,exploration_complete
968.48,frontiers,avail=0 black=0
968.48,explore_status,exploration_complete
968.98,frontiers,avail=0 black=0
968.98,explore_status,exploration_complete
969.48,frontiers,avail=0 black=0
969.48,explore_status,exploration_complete
969.98,frontiers,avail=0 black=0
969.98,explore_status,exploration_complete
970.48,frontiers,avail=0 black=0
970.48,explore_status,exploration_complete
970.98,frontiers,avail=0 black=0
970.98,explore_status,exploration_complete
971.48,frontiers,avail=0 black=0
971.48,explore_status,exploration_complete
971.98,frontiers,avail=0 black=0
971.98,explore_status,exploration_complete
972.48,frontiers,avail=0 black=0
972.48,explore_status,exploration_complete
972.98,frontiers,avail=0 black=0
972.98,explore_status,exploration_complete
973.48,frontiers,avail=0 black=0
973.48,explore_status,exploration_complete
973.98,frontiers,avail=0 black=0
973.98,explore_status,exploration_complete
974.48,frontiers,avail=0 black=0
974.48,explore_status,exploration_complete
974.98,frontiers,avail=0 black=0
974.98,explore_status,exploration_complete
975.48,frontiers,avail=0 black=0
975.48,explore_status,exploration_complete
975.98,frontiers,avail=0 black=0
975.98,explore_status,exploration_complete
976.48,frontiers,avail=0 black=0
976.48,explore_status,exploration_complete
976.98,frontiers,avail=0 black=0
976.98,explore_status,exploration_complete
977.48,frontiers,avail=0 black=0
977.48,explore_status,exploration_complete
977.98,frontiers,avail=0 black=0
977.98,explore_status,exploration_complete
978.48,frontiers,avail=0 black=0
978.48,explore_status,exploration_complete
978.98,frontiers,avail=0 black=0
978.98,explore_status,exploration_complete
979.48,frontiers,avail=0 black=0
979.48,explore_status,exploration_complete
979.98,frontiers,avail=0 black=0
979.98,explore_status,exploration_complete
980.48,frontiers,avail=0 black=0
980.48,explore_status,exploration_complete
980.98,frontiers,avail=0 black=0
980.98,explore_status,exploration_complete
981.48,frontiers,avail=0 black=0
981.48,explore_status,exploration_complete
981.98,frontiers,avail=0 black=0
981.98,explore_status,exploration_complete
982.48,frontiers,avail=0 black=0
982.48,explore_status,exploration_complete
982.98,frontiers,avail=0 black=0
982.98,explore_status,exploration_complete
983.48,frontiers,avail=0 black=0
983.48,explore_status,exploration_complete
983.98,frontiers,avail=0 black=0
983.98,explore_status,exploration_complete
984.48,frontiers,avail=0 black=0
984.48,explore_status,exploration_complete
984.98,frontiers,avail=0 black=0
984.98,explore_status,exploration_complete
985.48,frontiers,avail=0 black=0
985.48,explore_status,exploration_complete
985.98,frontiers,avail=0 black=0
985.98,explore_status,exploration_complete
986.48,frontiers,avail=0 black=0
986.48,explore_status,exploration_complete
986.98,frontiers,avail=0 black=0
986.98,explore_status,exploration_complete
987.48,frontiers,avail=0 black=0
987.48,explore_status,exploration_complete
987.98,frontiers,avail=0 black=0
987.98,explore_status,exploration_complete
988.48,frontiers,avail=0 black=0
988.48,explore_status,exploration_complete
988.98,frontiers,avail=0 black=0
988.98,explore_status,exploration_complete
989.48,frontiers,avail=0 black=0
989.48,explore_status,exploration_complete
989.98,frontiers,avail=0 black=0
989.98,explore_status,exploration_complete
990.48,frontiers,avail=0 black=0
990.48,explore_status,exploration_complete
990.98,frontiers,avail=0 black=0
990.98,explore_status,exploration_complete
991.48,frontiers,avail=0 black=0
991.48,explore_status,exploration_complete
991.98,frontiers,avail=0 black=0
991.98,explore_status,exploration_complete
992.48,frontiers,avail=0 black=0
992.48,explore_status,exploration_complete
992.98,frontiers,avail=0 black=0
992.98,explore_status,exploration_complete
993.48,frontiers,avail=0 black=0
993.48,explore_status,exploration_complete
993.98,frontiers,avail=0 black=0
993.98,explore_status,exploration_complete
994.48,frontiers,avail=0 black=0
994.48,explore_status,exploration_complete
994.98,frontiers,avail=0 black=0
994.98,explore_status,exploration_complete
995.48,frontiers,avail=0 black=0
995.48,explore_status,exploration_complete
995.98,frontiers,avail=0 black=0
995.98,explore_status,exploration_complete
996.48,frontiers,avail=0 black=0
996.48,explore_status,exploration_complete
996.98,frontiers,avail=0 black=0
996.98,explore_status,exploration_complete
997.48,frontiers,avail=0 black=0
997.48,explore_status,exploration_complete
997.98,frontiers,avail=0 black=0
997.98,explore_status,exploration_complete
998.48,frontiers,avail=0 black=0
998.48,explore_status,exploration_complete
998.98,frontiers,avail=0 black=0
998.98,explore_status,exploration_complete
999.48,frontiers,avail=0 black=0
999.48,explore_status,exploration_complete
999.98,frontiers,avail=0 black=0
999.98,explore_status,exploration_complete
1000.48,frontiers,avail=0 black=0
1000.48,explore_status,exploration_complete
1000.98,frontiers,avail=0 black=0
1000.98,explore_status,exploration_complete
1001.48,frontiers,avail=0 black=0
1001.48,explore_status,exploration_complete
1001.98,frontiers,avail=0 black=0
1001.98,explore_status,exploration_complete
1002.48,frontiers,avail=0 black=0
1002.48,explore_status,exploration_complete
1002.98,frontiers,avail=0 black=0
1002.98,explore_status,exploration_complete
1003.48,frontiers,avail=0 black=0
1003.48,explore_status,exploration_complete
1003.98,frontiers,avail=0 black=0
1003.98,explore_status,exploration_complete
1004.48,frontiers,avail=0 black=0
1004.48,explore_status,exploration_complete
1004.98,frontiers,avail=0 black=0
1004.98,explore_status,exploration_complete
1005.48,frontiers,avail=0 black=0
1005.48,explore_status,exploration_complete
1005.98,frontiers,avail=0 black=0
1005.98,explore_status,exploration_complete
1006.48,frontiers,avail=0 black=0
1006.48,explore_status,exploration_complete
1006.98,frontiers,avail=0 black=0
1006.98,explore_status,exploration_complete
1007.48,frontiers,avail=0 black=0
1007.48,explore_status,exploration_complete
1007.98,frontiers,avail=0 black=0
1007.98,explore_status,exploration_complete
1008.48,frontiers,avail=0 black=0
1008.48,explore_status,exploration_complete
1008.98,frontiers,avail=0 black=0
1008.98,explore_status,exploration_complete
1009.48,frontiers,avail=0 black=0
1009.48,explore_status,exploration_complete
1009.98,frontiers,avail=0 black=0
1009.98,explore_status,exploration_complete
1010.48,frontiers,avail=0 black=0
1010.48,explore_status,exploration_complete
1010.98,frontiers,avail=0 black=0
1010.98,explore_status,exploration_complete
1011.48,frontiers,avail=0 black=0
1011.48,explore_status,exploration_complete
1011.98,frontiers,avail=0 black=0
1011.98,explore_status,exploration_complete
1012.48,frontiers,avail=0 black=0
1012.48,explore_status,exploration_complete
1012.98,frontiers,avail=0 black=0
1012.98,explore_status,exploration_complete
1013.48,frontiers,avail=0 black=0
1013.48,explore_status,exploration_complete
1013.98,frontiers,avail=0 black=0
1013.98,explore_status,exploration_complete
1014.48,frontiers,avail=0 black=0
1014.48,explore_status,exploration_complete
1014.98,frontiers,avail=0 black=0
1014.98,explore_status,exploration_complete
1015.48,frontiers,avail=0 black=0
1015.48,explore_status,exploration_complete
1015.98,frontiers,avail=0 black=0
1015.98,explore_status,exploration_complete
1016.48,frontiers,avail=0 black=0
1016.48,explore_status,exploration_complete
1016.98,frontiers,avail=0 black=0
1016.98,explore_status,exploration_complete
1017.48,frontiers,avail=0 black=0
1017.48,explore_status,exploration_complete
1017.98,frontiers,avail=0 black=0
1017.98,explore_status,exploration_complete
1018.48,frontiers,avail=0 black=0
1018.48,explore_status,exploration_complete
1018.98,frontiers,avail=0 black=0
1018.98,explore_status,exploration_complete
1019.48,frontiers,avail=0 black=0
1019.48,explore_status,exploration_complete
1019.98,frontiers,avail=0 black=0
1019.98,explore_status,exploration_complete
1020.48,frontiers,avail=0 black=0
1020.48,explore_status,exploration_complete
1020.98,frontiers,avail=0 black=0
1020.98,explore_status,exploration_complete
1021.48,frontiers,avail=0 black=0
1021.48,explore_status,exploration_complete
1021.98,frontiers,avail=0 black=0
1021.98,explore_status,exploration_complete
1022.48,frontiers,avail=0 black=0
1022.48,explore_status,exploration_complete
1022.98,frontiers,avail=0 black=0
1022.98,explore_status,exploration_complete
1023.48,frontiers,avail=0 black=0
1023.48,explore_status,exploration_complete
1023.98,frontiers,avail=0 black=0
1023.98,explore_status,exploration_complete
1024.48,frontiers,avail=0 black=0
1024.48,explore_status,exploration_complete
1024.98,frontiers,avail=0 black=0
1024.98,explore_status,exploration_complete
1025.48,frontiers,avail=0 black=0
1025.48,explore_status,exploration_complete
1025.98,frontiers,avail=0 black=0
1025.98,explore_status,exploration_complete
1026.48,frontiers,avail=0 black=0
1026.48,explore_status,exploration_complete
1026.98,frontiers,avail=0 black=0
1026.98,explore_status,exploration_complete
1027.48,frontiers,avail=0 black=0
1027.48,explore_status,exploration_complete
1027.98,frontiers,avail=0 black=0
1027.98,explore_status,exploration_complete
1028.48,frontiers,avail=0 black=0
1028.48,explore_status,exploration_complete
1028.98,frontiers,avail=0 black=0
1028.98,explore_status,exploration_complete
1029.48,frontiers,avail=0 black=0
1029.48,explore_status,exploration_complete
1029.98,frontiers,avail=0 black=0
1029.98,explore_status,exploration_complete
1030.48,frontiers,avail=0 black=0
1030.48,explore_status,exploration_complete
1030.98,frontiers,avail=0 black=0
1030.98,explore_status,exploration_complete
1031.48,frontiers,avail=0 black=0
1031.48,explore_status,exploration_complete
1031.98,frontiers,avail=0 black=0
1031.98,explore_status,exploration_complete
1032.48,frontiers,avail=0 black=0
1032.48,explore_status,exploration_complete
1032.98,frontiers,avail=0 black=0
1032.98,explore_status,exploration_complete
1033.48,frontiers,avail=0 black=0
1033.48,explore_status,exploration_complete
1033.98,frontiers,avail=0 black=0
1033.98,explore_status,exploration_complete
1034.48,frontiers,avail=0 black=0
1034.48,explore_status,exploration_complete
1034.98,frontiers,avail=0 black=0
1034.98,explore_status,exploration_complete
1035.48,frontiers,avail=0 black=0
1035.48,explore_status,exploration_complete
1035.98,frontiers,avail=0 black=0
1035.98,explore_status,exploration_complete
1036.48,frontiers,avail=0 black=0
1036.48,explore_status,exploration_complete
1036.98,frontiers,avail=0 black=0
1036.98,explore_status,exploration_complete
1037.48,frontiers,avail=0 black=0
1037.48,explore_status,exploration_complete
1037.98,frontiers,avail=0 black=0
1037.98,explore_status,exploration_complete
1038.48,frontiers,avail=0 black=0
1038.48,explore_status,exploration_complete
1038.98,frontiers,avail=0 black=0
1038.98,explore_status,exploration_complete
1039.48,frontiers,avail=0 black=0
1039.48,explore_status,exploration_complete
1039.98,frontiers,avail=0 black=0
1039.98,explore_status,exploration_complete
1040.48,frontiers,avail=0 black=0
1040.48,explore_status,exploration_complete
1040.98,frontiers,avail=0 black=0
1040.98,explore_status,exploration_complete
1041.48,frontiers,avail=0 black=0
1041.48,explore_status,exploration_complete
1041.98,frontiers,avail=0 black=0
1041.98,explore_status,exploration_complete
1042.48,frontiers,avail=0 black=0
1042.48,explore_status,exploration_complete
1042.98,frontiers,avail=0 black=0
1042.98,explore_status,exploration_complete
1043.48,frontiers,avail=0 black=0
1043.48,explore_status,exploration_complete
1043.98,frontiers,avail=0 black=0
1043.98,explore_status,exploration_complete
1044.48,frontiers,avail=0 black=0
1044.48,explore_status,exploration_complete
1044.98,frontiers,avail=0 black=0
1044.98,explore_status,exploration_complete
1045.48,frontiers,avail=0 black=0
1045.48,explore_status,exploration_complete
1045.98,frontiers,avail=0 black=0
1045.98,explore_status,exploration_complete
1046.48,frontiers,avail=0 black=0
1046.48,explore_status,exploration_complete
1046.98,frontiers,avail=0 black=0
1046.98,explore_status,exploration_complete
1047.48,frontiers,avail=0 black=0
1047.48,explore_status,exploration_complete
1047.98,frontiers,avail=0 black=0
1047.98,explore_status,exploration_complete
1048.48,frontiers,avail=0 black=0
1048.48,explore_status,exploration_complete
1048.98,frontiers,avail=0 black=0
1048.98,explore_status,exploration_complete
1049.48,frontiers,avail=0 black=0
1049.48,explore_status,exploration_complete
1049.98,frontiers,avail=0 black=0
1049.98,explore_status,exploration_complete
1050.48,frontiers,avail=0 black=0
1050.48,explore_status,exploration_complete
1050.98,frontiers,avail=0 black=0
1050.98,explore_status,exploration_complete
1051.48,frontiers,avail=0 black=0
1051.48,explore_status,exploration_complete
1051.98,frontiers,avail=0 black=0
1051.98,explore_status,exploration_complete
1052.48,frontiers,avail=0 black=0
1052.48,explore_status,exploration_complete
1052.98,frontiers,avail=0 black=0
1052.98,explore_status,exploration_complete
1053.48,frontiers,avail=0 black=0
1053.48,explore_status,exploration_complete
1053.98,frontiers,avail=0 black=0
1053.98,explore_status,exploration_complete
1054.48,frontiers,avail=0 black=0
1054.48,explore_status,exploration_complete
1054.98,frontiers,avail=0 black=0
1054.98,explore_status,exploration_complete
1055.48,frontiers,avail=0 black=0
1055.48,explore_status,exploration_complete
1055.98,frontiers,avail=0 black=0
1055.98,explore_status,exploration_complete
1056.48,frontiers,avail=0 black=0
1056.48,explore_status,exploration_complete
1056.98,frontiers,avail=0 black=0
1056.98,explore_status,exploration_complete
1057.48,frontiers,avail=0 black=0
1057.48,explore_status,exploration_complete
1057.98,frontiers,avail=0 black=0
1057.98,explore_status,exploration_complete
1058.48,frontiers,avail=0 black=0
1058.48,explore_status,exploration_complete
1058.98,frontiers,avail=0 black=0
1058.98,explore_status,exploration_complete
1059.48,frontiers,avail=0 black=0
1059.48,explore_status,exploration_complete
1059.98,frontiers,avail=0 black=0
1059.98,explore_status,exploration_complete
1060.48,frontiers,avail=0 black=0
1060.48,explore_status,exploration_complete
1060.98,frontiers,avail=0 black=0
1060.98,explore_status,exploration_complete
1061.48,frontiers,avail=0 black=0
1061.48,explore_status,exploration_complete
1061.98,frontiers,avail=0 black=0
1061.98,explore_status,exploration_complete
1062.48,frontiers,avail=0 black=0
1062.48,explore_status,exploration_complete
1062.98,frontiers,avail=0 black=0
1062.98,explore_status,exploration_complete
1063.48,frontiers,avail=0 black=0
1063.48,explore_status,exploration_complete
1063.98,frontiers,avail=0 black=0
1063.98,explore_status,exploration_complete
1064.48,frontiers,avail=0 black=0
1064.48,explore_status,exploration_complete
1064.98,frontiers,avail=0 black=0
1064.98,explore_status,exploration_complete
1065.48,frontiers,avail=0 black=0
1065.48,explore_status,exploration_complete
1065.98,frontiers,avail=0 black=0
1065.98,explore_status,exploration_complete
1066.48,frontiers,avail=0 black=0
1066.48,explore_status,exploration_complete
1066.98,frontiers,avail=0 black=0
1066.98,explore_status,exploration_complete
1067.48,frontiers,avail=0 black=0
1067.48,explore_status,exploration_complete
1067.98,frontiers,avail=0 black=0
1067.98,explore_status,exploration_complete
1068.48,frontiers,avail=0 black=0
1068.48,explore_status,exploration_complete
1068.98,frontiers,avail=0 black=0
1068.98,explore_status,exploration_complete
1069.48,frontiers,avail=0 black=0
1069.48,explore_status,exploration_complete
1069.98,frontiers,avail=0 black=0
1069.98,explore_status,exploration_complete
1070.48,frontiers,avail=0 black=0
1070.48,explore_status,exploration_complete
1070.98,frontiers,avail=0 black=0
1070.98,explore_status,exploration_complete
1071.48,frontiers,avail=0 black=0
1071.48,explore_status,exploration_complete
1071.98,frontiers,avail=0 black=0
1071.98,explore_status,exploration_complete
1072.48,frontiers,avail=0 black=0
1072.48,explore_status,exploration_complete
1072.98,frontiers,avail=0 black=0
1072.98,explore_status,exploration_complete
1073.48,frontiers,avail=0 black=0
1073.48,explore_status,exploration_complete
1073.98,frontiers,avail=0 black=0
1073.98,explore_status,exploration_complete
1074.48,frontiers,avail=0 black=0
1074.48,explore_status,exploration_complete
1074.98,frontiers,avail=0 black=0
1074.98,explore_status,exploration_complete
1075.48,frontiers,avail=0 black=0
1075.48,explore_status,exploration_complete
1075.98,frontiers,avail=0 black=0
1075.98,explore_status,exploration_complete
1076.48,frontiers,avail=0 black=0
1076.48,explore_status,exploration_complete
1076.98,frontiers,avail=0 black=0
1076.98,explore_status,exploration_complete
1077.48,frontiers,avail=0 black=0
1077.49,explore_status,exploration_complete
1077.98,frontiers,avail=0 black=0
1077.98,explore_status,exploration_complete
1078.48,frontiers,avail=0 black=0
1078.48,explore_status,exploration_complete
1078.98,frontiers,avail=0 black=0
