t,kind,detail
1400.64,frontiers,avail=2 black=0
1400.64,explore_status,exploration_complete
1401.14,frontiers,avail=2 black=0
1401.14,explore_status,exploration_complete
1401.64,frontiers,avail=2 black=0
1401.64,explore_status,exploration_complete
1402.14,frontiers,avail=2 black=0
1402.14,explore_status,exploration_complete
1402.64,frontiers,avail=2 black=0
1402.64,explore_status,exploration_complete
1403.14,frontiers,avail=2 black=0
1403.14,explore_status,exploration_complete
1403.64,frontiers,avail=2 black=0
1403.64,explore_status,exploration_complete
1404.14,frontiers,avail=2 black=0
1404.14,explore_status,exploration_complete
1404.64,frontiers,avail=2 black=0
1404.64,explore_status,exploration_complete
1405.14,frontiers,avail=2 black=0
1405.14,explore_status,exploration_complete
1405.64,frontiers,avail=2 black=0
1405.64,explore_status,exploration_complete
1406.14,frontiers,avail=2 black=0
1406.14,explore_status,exploration_complete
1406.64,frontiers,avail=2 black=0
1406.64,explore_status,exploration_complete
1407.14,frontiers,avail=2 black=0
1407.14,explore_status,exploration_complete
1407.64,frontiers,avail=2 black=0
1407.64,explore_status,exploration_complete
1408.14,frontiers,avail=2 black=0
1408.14,explore_status,exploration_complete
1408.64,frontiers,avail=2 black=0
1408.64,explore_status,exploration_complete
1409.14,frontiers,avail=2 black=0
1409.14,explore_status,exploration_complete
1409.64,frontiers,avail=2 black=0
1409.64,explore_status,exploration_complete
1410.14,frontiers,avail=2 black=0
1410.14,explore_status,exploration_complete
1410.64,frontiers,avail=2 black=0
1410.64,explore_status,exploration_complete
1411.14,frontiers,avail=2 black=0
1411.14,explore_status,exploration_complete
1411.64,frontiers,avail=2 black=0
1411.64,explore_status,exploration_complete
1412.14,frontiers,avail=2 black=0
1412.14,explore_status,exploration_complete
1412.64,frontiers,avail=2 black=0
1412.64,explore_status,exploration_complete
1413.14,frontiers,avail=2 black=0
1413.14,explore_status,exploration_complete
1413.64,frontiers,avail=2 black=0
1413.64,explore_status,exploration_complete
1414.14,frontiers,avail=2 black=0
1414.14,explore_status,exploration_complete
1414.64,frontiers,avail=2 black=0
1414.64,explore_status,exploration_complete
1415.14,frontiers,avail=2 black=0
1415.14,explore_status,exploration_complete
1415.64,frontiers,avail=2 black=0
1415.64,explore_status,exploration_complete
1416.14,frontiers,avail=2 black=0
1416.14,explore_status,exploration_complete
1416.64,frontiers,avail=2 black=0
1416.64,explore_status,exploration_complete
1417.14,frontiers,avail=2 black=0
1417.14,explore_status,exploration_complete
1417.64,frontiers,avail=2 black=0
1417.64,explore_status,exploration_complete
1418.14,frontiers,avail=2 black=0
1418.14,explore_status,exploration_complete
1418.64,frontiers,avail=2 black=0
1418.64,explore_status,exploration_complete
1419.14,frontiers,avail=2 black=0
1419.14,explore_status,exploration_complete
1419.64,frontiers,avail=2 black=0
1419.64,explore_status,exploration_complete
1420.14,frontiers,avail=2 black=0
1420.14,explore_status,exploration_complete
1420.64,frontiers,avail=2 black=0
1420.64,explore_status,exploration_complete
1421.14,frontiers,avail=2 black=0
1421.14,explore_status,exploration_complete
1421.64,frontiers,avail=2 black=0
1421.64,explore_status,exploration_complete
1422.14,frontiers,avail=2 black=0
1422.14,explore_status,exploration_complete
1422.64,frontiers,avail=2 black=0
1422.64,explore_status,exploration_complete
1423.14,frontiers,avail=2 black=0
1423.14,explore_status,exploration_complete
1423.64,frontiers,avail=2 black=0
1423.64,explore_status,exploration_complete
1424.14,frontiers,avail=2 black=0
1424.14,explore_status,exploration_complete
1424.64,frontiers,avail=2 black=0
1424.64,explore_status,exploration_complete
1425.14,frontiers,avail=2 black=0
1425.14,explore_status,exploration_complete
1425.64,frontiers,avail=2 black=0
1425.64,explore_status,exploration_complete
1426.14,frontiers,avail=2 black=0
1426.14,explore_status,exploration_complete
1426.64,frontiers,avail=2 black=0
1426.64,explore_status,exploration_complete
1427.14,frontiers,avail=2 black=0
1427.14,explore_status,exploration_complete
1427.64,frontiers,avail=2 black=0
1427.64,explore_status,exploration_complete
1428.14,frontiers,avail=2 black=0
1428.14,explore_status,exploration_complete
1428.64,frontiers,avail=2 black=0
1428.64,explore_status,exploration_complete
1429.14,frontiers,avail=2 black=0
1429.14,explore_status,exploration_complete
1429.64,frontiers,avail=2 black=0
1429.64,explore_status,exploration_complete
1430.14,frontiers,avail=2 black=0
1430.14,explore_status,exploration_complete
1430.64,frontiers,avail=2 black=0
1430.64,explore_status,exploration_complete
1431.14,frontiers,avail=2 black=0
1431.14,explore_status,exploration_complete
1431.64,frontiers,avail=2 black=0
1431.64,explore_status,exploration_complete
1432.14,frontiers,avail=2 black=0
1432.14,explore_status,exploration_complete
1432.64,frontiers,avail=2 black=0
1432.64,explore_status,exploration_complete
1433.14,frontiers,avail=2 black=0
1433.14,explore_status,exploration_complete
1433.64,frontiers,avail=2 black=0
1433.64,explore_status,exploration_complete
1434.14,frontiers,avail=2 black=0
1434.14,explore_status,exploration_complete
1434.64,frontiers,avail=2 black=0
1434.64,explore_status,exploration_complete
1435.14,frontiers,avail=2 black=0
1435.14,explore_status,exploration_complete
1435.64,frontiers,avail=2 black=0
1435.64,explore_status,exploration_complete
1436.14,frontiers,avail=2 black=0
1436.14,explore_status,exploration_complete
1436.64,frontiers,avail=2 black=0
1436.64,explore_status,exploration_complete
1437.14,frontiers,avail=2 black=0
1437.14,explore_status,exploration_complete
1437.64,frontiers,avail=2 black=0
1437.64,explore_status,exploration_complete
1438.14,frontiers,avail=2 black=0
1438.14,explore_status,exploration_complete
1438.64,frontiers,avail=2 black=0
1438.64,explore_status,exploration_complete
1439.14,frontiers,avail=2 black=0
1439.14,explore_status,exploration_complete
1439.64,frontiers,avail=2 black=0
1439.64,explore_status,exploration_complete
1440.14,frontiers,avail=2 black=0
1440.14,explore_status,exploration_complete
1440.64,frontiers,avail=2 black=0
1440.64,explore_status,exploration_complete
1441.14,frontiers,avail=2 black=0
1441.14,explore_status,exploration_complete
1441.64,frontiers,avail=2 black=0
1441.64,explore_status,exploration_complete
1442.14,frontiers,avail=2 black=0
1442.14,explore_status,exploration_complete
1442.64,frontiers,avail=2 black=0
1442.64,explore_status,exploration_complete
1443.14,frontiers,avail=2 black=0
1443.14,explore_status,exploration_complete
1443.64,frontiers,avail=2 black=0
1443.64,explore_status,exploration_complete
1444.14,frontiers,avail=2 black=0
1444.14,explore_status,exploration_complete
1444.64,frontiers,avail=2 black=0
1444.64,explore_status,exploration_complete
1445.14,frontiers,avail=2 black=0
1445.14,explore_status,exploration_complete
1445.64,frontiers,avail=2 black=0
1445.64,explore_status,exploration_complete
1446.14,frontiers,avail=2 black=0
1446.14,explore_status,exploration_complete
1446.64,frontiers,avail=2 black=0
1446.64,explore_status,exploration_complete
1447.14,frontiers,avail=2 black=0
1447.14,explore_status,exploration_complete
1447.64,frontiers,avail=2 black=0
1447.64,explore_status,exploration_complete
1448.14,frontiers,avail=2 black=0
1448.14,explore_status,exploration_complete
1448.64,frontiers,avail=2 black=0
1448.64,explore_status,exploration_complete
1449.14,frontiers,avail=2 black=0
1449.14,explore_status,exploration_complete
1449.64,frontiers,avail=2 black=0
1449.64,explore_status,exploration_complete
1450.14,frontiers,avail=2 black=0
1450.14,explore_status,exploration_complete
1450.64,frontiers,avail=2 black=0
1450.64,explore_status,exploration_complete
1451.14,frontiers,avail=2 black=0
1451.14,explore_status,exploration_complete
1451.64,frontiers,avail=2 black=0
1451.64,explore_status,exploration_complete
1452.14,frontiers,avail=2 black=0
1452.14,explore_status,exploration_complete
1452.64,frontiers,avail=2 black=0
1452.64,explore_status,exploration_complete
1453.14,frontiers,avail=2 black=0
1453.14,explore_status,exploration_complete
1453.64,frontiers,avail=2 black=0
1453.64,explore_status,exploration_complete
1454.14,frontiers,avail=2 black=0
1454.14,explore_status,exploration_complete
1454.64,frontiers,avail=2 black=0
1454.64,explore_status,exploration_complete
1455.14,frontiers,avail=2 black=0
1455.14,explore_status,exploration_complete
1455.64,frontiers,avail=2 black=0
1455.64,explore_status,exploration_complete
1456.14,frontiers,avail=2 black=0
1456.14,explore_status,exploration_complete
1456.64,frontiers,avail=2 black=0
1456.64,explore_status,exploration_complete
1457.14,frontiers,avail=2 black=0
1457.14,explore_status,exploration_complete
1457.64,frontiers,avail=2 black=0
1457.64,explore_status,exploration_complete
1458.14,frontiers,avail=2 black=0
1458.14,explore_status,exploration_complete
1458.64,frontiers,avail=2 black=0
1458.64,explore_status,exploration_complete
1459.14,frontiers,avail=2 black=0
1459.14,explore_status,exploration_complete
1459.64,frontiers,avail=2 black=0
1459.64,explore_status,exploration_complete
1460.14,frontiers,avail=2 black=0
1460.14,explore_status,exploration_complete
1460.64,frontiers,avail=2 black=0
1460.64,explore_status,exploration_complete
1461.14,frontiers,avail=2 black=0
1461.14,explore_status,exploration_complete
1461.64,frontiers,avail=2 black=0
1461.64,explore_status,exploration_complete
1462.14,frontiers,avail=2 black=0
1462.14,explore_status,exploration_complete
1462.64,frontiers,avail=2 black=0
1462.64,explore_status,exploration_complete
1463.14,frontiers,avail=2 black=0
1463.14,explore_status,exploration_complete
1463.64,frontiers,avail=2 black=0
1463.64,explore_status,exploration_complete
1464.14,frontiers,avail=2 black=0
1464.14,explore_status,exploration_complete
1464.64,frontiers,avail=2 black=0
1464.64,explore_status,exploration_complete
1465.14,frontiers,avail=2 black=0
1465.14,explore_status,exploration_complete
1465.64,frontiers,avail=2 black=0
1465.64,explore_status,exploration_complete
1466.14,frontiers,avail=2 black=0
1466.14,explore_status,exploration_complete
1466.64,frontiers,avail=2 black=0
1466.64,explore_status,exploration_complete
1467.14,frontiers,avail=2 black=0
1467.14,explore_status,exploration_complete
1467.64,frontiers,avail=2 black=0
1467.64,explore_status,exploration_complete
1468.14,frontiers,avail=2 black=0
1468.14,explore_status,exploration_complete
1468.64,frontiers,avail=2 black=0
1468.64,explore_status,exploration_complete
1469.14,frontiers,avail=2 black=0
1469.14,explore_status,exploration_complete
1469.64,frontiers,avail=2 black=0
1469.65,explore_status,exploration_complete
1470.14,frontiers,avail=2 black=0
1470.14,explore_status,exploration_complete
1470.64,frontiers,avail=2 black=0
1470.64,explore_status,exploration_complete
1471.14,frontiers,avail=2 black=0
1471.14,explore_status,exploration_complete
1471.64,frontiers,avail=2 black=0
1471.64,explore_status,exploration_complete
1472.14,frontiers,avail=2 black=0
1472.14,explore_status,exploration_complete
1472.64,frontiers,avail=2 black=0
1472.64,explore_status,exploration_complete
1473.14,frontiers,avail=2 black=0
1473.14,explore_status,exploration_complete
1473.64,frontiers,avail=2 black=0
1473.64,explore_status,exploration_complete
1474.14,frontiers,avail=2 black=0
1474.14,explore_status,exploration_complete
1474.64,frontiers,avail=2 black=0
1474.64,explore_status,exploration_complete
1475.14,frontiers,avail=2 black=0
1475.14,explore_status,exploration_complete
1475.64,frontiers,avail=2 black=0
1475.64,explore_status,exploration_complete
1476.14,frontiers,avail=2 black=0
1476.14,explore_status,exploration_complete
1476.64,frontiers,avail=2 black=0
1476.64,explore_status,exploration_complete
1477.14,frontiers,avail=2 black=0
1477.14,explore_status,exploration_complete
1477.64,frontiers,avail=2 black=0
1477.64,explore_status,exploration_complete
1478.14,frontiers,avail=2 black=0
1478.14,explore_status,exploration_complete
1478.64,frontiers,avail=2 black=0
1478.64,explore_status,exploration_complete
1479.14,frontiers,avail=2 black=0
1479.14,explore_status,exploration_complete
1479.64,frontiers,avail=2 black=0
1479.64,explore_status,exploration_complete
1480.14,frontiers,avail=2 black=0
1480.14,explore_status,exploration_complete
1480.64,frontiers,avail=2 black=0
1480.64,explore_status,exploration_complete
1481.14,frontiers,avail=2 black=0
1481.14,explore_status,exploration_complete
1481.64,frontiers,avail=2 black=0
1481.64,explore_status,exploration_complete
1482.14,frontiers,avail=2 black=0
1482.14,explore_status,exploration_complete
1482.64,frontiers,avail=2 black=0
1482.64,explore_status,exploration_complete
1483.14,frontiers,avail=2 black=0
1483.14,explore_status,exploration_complete
1483.64,frontiers,avail=2 black=0
1483.64,explore_status,exploration_complete
1484.14,frontiers,avail=2 black=0
1484.14,explore_status,exploration_complete
1484.64,frontiers,avail=2 black=0
1484.64,explore_status,exploration_complete
1485.14,frontiers,avail=2 black=0
1485.14,explore_status,exploration_complete
1485.64,frontiers,avail=2 black=0
1485.64,explore_status,exploration_complete
1486.14,frontiers,avail=2 black=0
1486.14,explore_status,exploration_complete
1486.64,frontiers,avail=2 black=0
1486.64,explore_status,exploration_complete
1487.14,frontiers,avail=2 black=0
1487.14,explore_status,exploration_complete
1487.64,frontiers,avail=2 black=0
1487.64,explore_status,exploration_complete
1488.14,frontiers,avail=2 black=0
1488.14,explore_status,exploration_complete
1488.64,frontiers,avail=2 black=0
1488.64,explore_status,exploration_complete
1489.14,frontiers,avail=2 black=0
1489.14,explore_status,exploration_complete
1489.64,frontiers,avail=2 black=0
1489.64,explore_status,exploration_complete
1490.14,frontiers,avail=2 black=0
1490.14,explore_status,exploration_complete
1490.64,frontiers,avail=2 black=0
1490.64,explore_status,exploration_complete
1491.14,frontiers,avail=2 black=0
1491.14,explore_status,exploration_complete
1491.64,frontiers,avail=2 black=0
1491.64,explore_status,exploration_complete
1492.14,frontiers,avail=2 black=0
1492.14,explore_status,exploration_complete
1492.64,frontiers,avail=2 black=0
1492.64,explore_status,exploration_complete
1493.14,frontiers,avail=2 black=0
1493.14,explore_status,exploration_complete
1493.64,frontiers,avail=2 black=0
1493.64,explore_status,exploration_complete
1494.14,frontiers,avail=2 black=0
1494.14,explore_status,exploration_complete
1494.64,frontiers,avail=2 black=0
1494.64,explore_status,exploration_complete
1495.14,frontiers,avail=2 black=0
1495.14,explore_status,exploration_complete
1495.64,frontiers,avail=2 black=0
1495.64,explore_status,exploration_complete
1496.14,frontiers,avail=2 black=0
1496.14,explore_status,exploration_complete
1496.64,frontiers,avail=2 black=0
1496.64,explore_status,exploration_complete
1497.14,frontiers,avail=2 black=0
1497.14,explore_status,exploration_complete
1497.64,frontiers,avail=2 black=0
1497.64,explore_status,exploration_complete
1498.14,frontiers,avail=2 black=0
1498.14,explore_status,exploration_complete
1498.64,frontiers,avail=2 black=0
1498.64,explore_status,exploration_complete
1499.14,frontiers,avail=2 black=0
1499.14,explore_status,exploration_complete
1499.64,frontiers,avail=2 black=0
1499.64,explore_status,exploration_complete
1500.14,frontiers,avail=2 black=0
1500.14,explore_status,exploration_complete
1500.64,frontiers,avail=2 black=0
1500.64,explore_status,exploration_complete
1501.14,frontiers,avail=2 black=0
1501.14,explore_status,exploration_complete
1501.64,frontiers,avail=2 black=0
1501.64,explore_status,exploration_complete
1502.14,frontiers,avail=2 black=0
1502.14,explore_status,exploration_complete
1502.64,frontiers,avail=2 black=0
1502.64,explore_status,exploration_complete
1503.14,frontiers,avail=2 black=0
1503.14,explore_status,exploration_complete
1503.64,frontiers,avail=2 black=0
1503.64,explore_status,exploration_complete
1504.14,frontiers,avail=2 black=0
1504.14,explore_status,exploration_complete
1504.64,frontiers,avail=2 black=0
1504.64,explore_status,exploration_complete
1505.14,frontiers,avail=2 black=0
1505.14,explore_status,exploration_complete
1505.64,frontiers,avail=2 black=0
1505.64,explore_status,exploration_complete
1506.14,frontiers,avail=2 black=0
1506.14,explore_status,exploration_complete
1506.64,frontiers,avail=2 black=0
1506.64,explore_status,exploration_complete
1507.14,frontiers,avail=2 black=0
1507.14,explore_status,exploration_complete
1507.64,frontiers,avail=2 black=0
1507.64,explore_status,exploration_complete
1508.14,frontiers,avail=2 black=0
1508.14,explore_status,exploration_complete
1508.64,frontiers,avail=2 black=0
1508.64,explore_status,exploration_complete
1509.14,frontiers,avail=2 black=0
1509.14,explore_status,exploration_complete
1509.64,frontiers,avail=2 black=0
1509.64,explore_status,exploration_complete
1510.14,frontiers,avail=2 black=0
1510.14,explore_status,exploration_complete
1510.64,frontiers,avail=2 black=0
1510.64,explore_status,exploration_complete
1511.14,frontiers,avail=2 black=0
1511.14,explore_status,exploration_complete
1511.64,frontiers,avail=2 black=0
1511.64,explore_status,exploration_complete
1512.14,frontiers,avail=2 black=0
1512.14,explore_status,exploration_complete
1512.64,frontiers,avail=2 black=0
1512.64,explore_status,exploration_complete
